Computerkey,PrincipalNm,,InstanceNm,AgentNm,EditionNm,VersionNm,ServicePackVersionDesc,DatabaseNm,OwnerNm,RecoveryModelDesc
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,Search_Service_Application_PropertyStoreDB_b205a3a9c96a424fbb9a4215bdd48091,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,StateService_6d715bcc465d4471a75c5b8265bdf105,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,User Profile Service Application_ProfileDB_5c652bfa9d104aa6bb6c9e9ece9ac6db,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,User Profile Service Application_SocialDB_c6c46b47b91145e1956b08941d494534,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,PerformancePoint Service Application_fed8ecfde7df48d3bc37231f97e0ec93,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,Search_Service_Application_CrawlStoreDB_e818630bdaa7475ea57db9f0be5b5f03,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,Secure_Store_Service_DB_53aa7727ddd848b1bfaccaa2fa734b9b,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,SharePoint_Config,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,tempdb,sa,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,User Profile Service Application_SyncDB_6b7c3898af774241b13c668ca2f9e4b9,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,WebAnalyticsServiceApplication_StagingDB_2e147044-c628-4713-b32d-b0c7c64bda9d,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,master,sa,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,msdb,sa,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,ReportServer,odd\jose.luis.guilmore,FULL
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,SharePoint_AdminContent_8ecca588-bbb1-4bad-8b32-f2b413954ab4,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,WordAutomationServices_e295e6fb9b2e411db21ca7ba70cf75a8,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,WSS_Content,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,WSS_Logging,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,model,sa,FULL
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,ReportServerTempDB,odd\jose.luis.guilmore,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,WebAnalyticsServiceApplication_ReportingDB_27863f98-0dbc-4adc-8055-f2dec4e0fe6b,odd\2758_Farm_NTTA_Stg,SIMPLE
2407,STRVD5202.odd.svc.company.com,STRVD5202\\MSSQLSERVER,MSSQLSERVER,SQLSERVERAGENT,Enterprise Edition,10.52.4276.0,2,WSS_Content_53a50165b38f40ea97930149441ccc3f,odd\2758_Farm_NTTA_Stg,SIMPLE
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,master,sa,SIMPLE
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,PerformancePoint Service Application_b3fe620c741c495ca869590727847e40,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,Profile DB,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,ReportingService_6b5b87e2fe1d4ea4b6038c0c30aae3d4,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,ReportingService_6b5b87e2fe1d4ea4b6038c0c30aae3d4TempDB,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,Social DB,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,WSS_Content_a9af22292af344d983ce2d6022e68ca2,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,DefaultPowerPivotServiceApplicationDB-91fa4013-85c2-43bd-8624-558f1e3c9e96,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,model,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,msdb,sa,SIMPLE
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,SharePoint_AdminContent_0f562cac-b1e8-4b35-a146-5a482ec538a1,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,SharePoint_Config,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,StateService_4649168cd8104085b4e1d95143ad8461,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,TranslationService_8d47713624664f969d14941da01a42ca,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,DefaultPowerPivotServiceApplicationDB-81bea6c1-1800-412f-8858-bc9846358be8,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,DefaultPowerPivotServiceApplicationDB-f2c014e4-e277-4e1c-8400-3de3c3e28fbe,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,ReportingService_6b5b87e2fe1d4ea4b6038c0c30aae3d4_Alerting,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,Secure_Store_Service_DB_eae40bade1024a37860a2d37eeb5ec61,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,Sync DB,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,tempdb,sa,SIMPLE
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,TESTSQL2012DB,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,WSS_Content,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,WSS_Logging,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,AppMng_Service_DB_0d60d7d0f3eb4cf0a6d7aeec94e51569,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,DefaultPowerPivotServiceApplicationDB-650e0d4e-15d7-4df5-951e-4c5b77d0b764,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,DefaultPowerPivotServiceApplicationDB-9e3d876a-22d2-4f27-bb86-3e052f830e0a,,
2423,VRTVD3969.odd.svc.company.com,VRTVD3969\\ERA_BI_SQL,ERA_BI_SQL,SQLAgent$ERA_BI_SQL,Enterprise Edition,11.1.3401.0,1,Managed Metadata Service_22e286e1041b479e80a46bddcf0da935,,
2513,BG6VA1309.odd.svc.company.com,BG6VA1309\\COMPUTECLUSTER,COMPUTECLUSTER,SQLAgent$COMPUTECLUSTER,Express Edition,10.50.1600.1,0,tempdb,sa,SIMPLE
2513,BG6VA1309.odd.svc.company.com,BG6VA1309\\COMPUTECLUSTER,COMPUTECLUSTER,SQLAgent$COMPUTECLUSTER,Express Edition,10.50.1600.1,0,master,sa,SIMPLE
2513,BG6VA1309.odd.svc.company.com,BG6VA1309\\COMPUTECLUSTER,COMPUTECLUSTER,SQLAgent$COMPUTECLUSTER,Express Edition,10.50.1600.1,0,model,sa,SIMPLE
