Computerkey,PrincipalNm,ModelNm,DisplayNm,MediaTypeDesc,DeviceId,PhysicalDiskNm,PhysicalDiskSizeNbr,DiskID
2699,STRVW6124.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,20473,56
3175,STRVW6123.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,20473,57
3175,STRVW6123.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,40954,58
3175,STRVW6123.odd.svc.company.com,DGC RAID 5  Multi-Path Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,220156,59
3175,STRVW6123.odd.svc.company.com,PowerDevice by PowerPath,PHYSICALDRIVE38,Fixed hard disk media,\\.\PHYSICALDRIVE38,\\.\PHYSICALDRIVE38,1019,60
3185,VRTVW4171.odd.svc.company.com,DELL PERC H710 SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,139384,61
3185,VRTVW4171.odd.svc.company.com,Virtual HD,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,19994,62
3437,VRTVW1660.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE3,Fixed hard disk media,\\.\PHYSICALDRIVE3,\\.\PHYSICALDRIVE3,102398,63
3437,VRTVW1660.odd.svc.company.com,DELL PERC 5/i Adapter SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,418168,64
3437,VRTVW1660.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,61436,65
3463,VRTVW4280.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,20473,66
3463,VRTVW4280.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,61436,67
3469,VRTVA1834.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,30718,68
3469,VRTVA1834.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,102398,69
3488,VRTVW1654.odd.svc.company.com,Virtual HD ATA Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,127994,70
3488,VRTVW1654.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,225278,71
3657,BG6VW1065.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,10236,72
3657,BG6VW1065.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE3,Fixed hard disk media,\\.\PHYSICALDRIVE3,\\.\PHYSICALDRIVE3,168957,73
3837,VRTVA1492.odd.svc.company.com,iDRAC Virtual Floppy USB Device,PHYSICALDRIVE2,,\\.\PHYSICALDRIVE2,\\.\PHYSICALDRIVE2,NULL,74
3837,VRTVA1492.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,81917,75
3900,CTCDS3729.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,81917,76
3900,CTCDS3729.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,102398,77
4111,BG6VW1053.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,40954,78
4111,BG6VW1053.odd.svc.company.com,FALCON IPSTOR DISK  Multi-Path Disk Device,PHYSICALDRIVE16,Fixed hard disk media,\\.\PHYSICALDRIVE16,\\.\PHYSICALDRIVE16,17429,79
4228,VRTVA4282.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,10236,80
4246,CTCVD5705.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE10,Fixed hard disk media,\\.\PHYSICALDRIVE10,\\.\PHYSICALDRIVE10,122879,81
4296,VRTVW1456.odd.svc.company.com,FALCON IPSTOR DISK  Multi-Path Disk Device,PHYSICALDRIVE5,Fixed hard disk media,\\.\PHYSICALDRIVE5,\\.\PHYSICALDRIVE5,1048562,82
4296,VRTVW1456.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,61436,83
4338,STRWS6106.odd.svc.company.com,Dell Virtual  Floppy USB Device,PHYSICALDRIVE2,,\\.\PHYSICALDRIVE2,\\.\PHYSICALDRIVE2,NULL,84
4338,STRWS6106.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,10236,85
4389,POFDS3734.odd.svc.company.com,FALCON IPSTOR DISK  Multi-Path Disk Device,PHYSICALDRIVE9,Fixed hard disk media,\\.\PHYSICALDRIVE9,\\.\PHYSICALDRIVE9,470607,86
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,40954,87
4389,POFDS3734.odd.svc.company.com,DELL PERC H700 SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,139384,88
4389,POFDS3734.odd.svc.company.com,PowerDevice by PowerPath,PHYSICALDRIVE6,Fixed hard disk media,\\.\PHYSICALDRIVE6,\\.\PHYSICALDRIVE6,614399,89
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,378876,90
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE2,Fixed hard disk media,\\.\PHYSICALDRIVE2,\\.\PHYSICALDRIVE2,1024,91
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE2,Fixed hard disk media,\\.\PHYSICALDRIVE2,\\.\PHYSICALDRIVE2,26623,92
4389,POFDS3734.odd.svc.company.com,DELL PERC H700 SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,557560,93
4389,POFDS3734.odd.svc.company.com,RHEL DISK SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,102398,94
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE0,Fixed hard disk media,\\.\PHYSICALDRIVE0,\\.\PHYSICALDRIVE0,81917,95
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE1,Fixed hard disk media,\\.\PHYSICALDRIVE1,\\.\PHYSICALDRIVE1,10236,96
4389,POFDS3734.odd.svc.company.com,VMware Virtual disk SCSI Disk Device,PHYSICALDRIVE3,Fixed hard disk media,\\.\PHYSICALDRIVE3,\\.\PHYSICALDRIVE3,10236,97
